member_number,member_name,payment_date,amount,payment_type,period,notes
56,,25/04/2019,1000,,,
56,,26/05/2019,1000,,,
56,,25/06/2019,1000,,,
56,,25/07/2019,1000,,,
56,,25/08/2019,1000,,,
56,,25/09/2019,1000,,,
56,,24/10/2019,1000,,,
56,,26/11/2019,1000,,,
56,,18/12/2019,1000,,,
57,,1/3/2019,6000,,,
58,,14/04/2019,500,,,
58,,6-29/5/2019,1000,,,
58,,5/8/2019,500,,,
58,,31/10/2019,500,,,
58,,2/12/2019,500,,,
58,,2/1/2020,500,,,
59,,5/9/2019,6000,,,
59,,29/09/2019,6000,,,
59,,29/10/2019,6000,,,
59,,28/11/2019,6000,,,
59,,29/11/2019,6000,,,
60,,31/08/2019,1000,,,
60,,26/09/2019,1000,,,
60,,31/10/2019,500,,,
60,,28/11/2019,1500,,,
60,,26/11/2019,1000,,,
61,,5/10/2019,500,,,
61,,31/10/2019,500,,,
61,,3/12/2019,500,,,
61,,3/1/2020,500,,,
62,,5/10/2019,500,,,
62,,31/10/2019,500,,,
62,,3/12/2019,500,,,
62,,3/1/2020,500,,,
1,,2/2/2020,1500,,,
1,,28/02/2020,1500,,,
1,,29/03/2020,1500,,,
1,,29/04/2020,1500,,,
1,,31/05/2020,1500,,,
1,,29/06/2020,1500,,,
1,,4/8/2020,1500,,,
1,,31/08/2020,1500,,,
1,,3/10/2020,1500,,,
1,,1/11/2020,1500,,,
1,,3/12/2020,39000,,,
1,,29/12/2020,10500,,,
2,,28/02/2020,3000,,,
2,,29/03/2020,3000,,,
2,,29/04/2020,3000,,,
2,,31/05/2020,3000,,,
2,,28/06/2020,3000,,,
2,,4/8/2020,3000,,,
2,,31/08/2020,3000,,,
2,,3/10/2020,3000,,,
2,,1/11/2020,3000,,,
2,,3/12/2020,3000,,,
2,,29/12/2020,3000,,,
3,,2/2/2020,5000,,,
3,,28/02/2020,2000,,,
3,,29/03/2020,2000,,,
3,,29/04/2020,5000,,,
3,,31/05/2020,10000,,,
3,,29/06/2020,5000,,,
3,,4/8/2020,5000,,,
3,,31/08/2020,5000,,,
3,,3/10/2020,3000,,,
3,,1/11/2020,3000,,,
3,,3/12/2020,3000,,,
3,,29/12/2020,3000,,,
4,,2/2/2020,1500,,,
4,,28/02/2020,1500,,,
4,,29/03/2020,1500,,,
4,,29/04/2020,1500,,,
4,,31/05/2020,1500,,,
4,,29/06/2020,1500,,,
4,,4/8/2020,1500,,,
4,,31/08/2020,1500,,,
4,,3/10/2020,1500,,,
4,,1/11/2020,1500,,,
4,,3/12/2020,1500,,,
4,,29/12/2020,1500,,,
5,,2/2/2020,1500,,,
5,,29/04/2020,5500,,,
5,,31/05/2020,5500,,,
5,,29/06/2020,5500,,,
5,,4/8/2020,5500,,,
5,,31/08/2020,5500,,,
5,,3/10/2020,5500,,,
5,,1/11/2020,5500,,,
5,,3/12/2020,5500,,,
5,,29/12/2020,5500,,,
6,,2/2/2020,1500,,,
6,,28/02/2020,1500,,,
6,,29/03/2020,1500,,,
6,,29/04/2020,1500,,,
6,,31/05/2020,1500,,,
6,,29/06/2020,1500,,,
6,,4/8/2020,1500,,,
6,,31/08/2020,1500,,,
6,,3/10/2020,1500,,,
6,,1/11/2020,1500,,,
6,,3/12/2020,1500,,,
6,,29/12/2020,1500,,,
7,,2/2/2020,1500,,,
7,,28/02/2020,1500,,,
7,,29/03/2020,1500,,,
7,,29/04/2020,1500,,,
7,,31/05/2020,1500,,,
7,,29/06/2020,1500,,,
7,,4/8/2020,1500,,,
7,,31/08/2020,1500,,,
7,,3/10/2020,1500,,,
7,,1/11/2020,1500,,,
7,,3/12/2020,1500,,,
7,,29/12/2020,1500,,,
8,,29/04/2020,1500,,,
8,,31/05/2020,1500,,,
8,,29/06/2020,1500,,,
8,,4/8/2020,1500,,,
8,,31/08/2020,1500,,,
8,,3/10/2020,1500,,,
8,,1/11/2020,1500,,,
8,,3/12/2020,1500,,,
8,,29/12/2020,1500,,,
11,,28/01/2020,4000,,,
11,,1/3/2020,4000,,,
11,,29/03/2020,4000,,,
11,,30/04/2020,4000,,,
11,,31/05/2020,4000,,,
11,,28/06/2020,4000,,,
11,,27/07/2020,4000,,,
11,,10/8/2020,4000,,,
11,,4/10/2020,4000,,,
11,,24/11/2020,4000,,,
11,,4/1/2021,4000,,,
12,,2/2/2020,1000,,,
12,,28/02/2020,1000,,,
12,,29/03/2020,1000,,,
12,,29/04/2020,1000,,,
12,,31/05/2020,1000,,,
12,,29/06/2020,500,,,
12,,4/8/2020,500,,,
12,,5/9/2020,500,,,
12,,3/10/2020,500,,,
12,,1/11/2020,500,,,
12,,3/12/2020,500,,,
12,,29/12/2020,500,,,
13,,26/01/2020,1500,,,
13,,27/02/2020,1500,,,
13,,25/03/2020,1500,,,
13,,28/04/2020,1500,,,
13,,2/6/2020,1500,,,
13,,26/06/2020,1500,,,
13,,29/07/2020,1500,,,
13,,31/08/2020,1500,,,
13,,28/09/2020,1500,,,
13,,28/10/2020,1500,,,
13,,30/11/2020,1500,,,
14,,29/01/2020,2000,,,
14,,1/3/2020,2000,,,
14,,5/4/2020,2000,,,
14,,7/5+7/6/20,1000,,,
14,,5/7/2020,8000,,,
14,,3/8/2020,10500,,,
14,,3/9/2020,4500,,,
14,,5/1/2021,2500,,,
15,,29/01/2020,1000,,,
15,,1/3/2020,1000,,,
15,,5/4/2020,500,,,
15,,7/5+7/6/20,2000,,,
15,,5/7/2020,1000,,,
15,,3/8/2020,1000,,,
15,,3/9/2020,1000,,,
15,,3/12/2020,3000,,,
15,,5/1/2021,1000,,,
16,,30/01/2020,5500,,,
16,,30/03/2020,5500,,,
16,,3/5/2020,5500,,,
16,,2/7/2020,11000,,,
16,,3/8/2020,5500,,,
16,,25/08/2020,5500,,,
16,,30/09/2020,5500,,,
16,,28/10/2020,5500,,,
16,,26/11/2020,5500,,,
16,,27/12/2020,5500,,,
17,,30/01/2020,3000,,,
17,,30/03/2020,3000,,,
17,,3/5/2020,3000,,,
17,,2/7/2020,6000,,,
17,,3/8/2020,3000,,,
17,,25/08/2020,3000,,,
17,,30/09/2020,3000,,,
17,,28/10/2020,3000,,,
17,,26/11/2020,3000,,,
17,,27/12/2020,3000,,,
18,,29/01/2020,500,,,
18,,4/3/2020,500,,,
18,,31/03/2020,500,,,
18,,4/5/2020,500,,,
18,,3/6/2020,500,,,
18,,5/7/2020,500,,,
18,,3/9/2020,1500,,,
18,,27/09/2020,1500,,,
18,,27/10/2020,1500,,,
18,,26/11/2020,1500,,,
18,,27/12/2020,1500,,,
19,,6/2/2020,6000,,,
19,,27/09/2020,2000,,,
19,,27/10/2020,2000,,,
19,,26/11/2020,2000,,,
19,,27/12/2020,2000,,,
21,,30/01/2020,1500,,,
21,,30/03/2020,1500,,,
21,,3/5/2020,1500,,,
21,,2/7/2020,3000,,,
21,,3/8/2020,1500,,,
21,,25/08/2020,1500,,,
21,,30/09/2020,1500,,,
21,,28/10/2020,500,,,
21,,26/11/2020,500,,,
21,,27/12/2020,500,,,
22,,30/01/2020,1500,,,
22,,30/03/2020,1500,,,
22,,3/5/2020,1500,,,
22,,2/7/2020,3000,,,
22,,3/8/2020,1500,,,
22,,25/08/2020,1500,,,
22,,30/09/2020,1500,,,
22,,28/10/2020,500,,,
22,,26/11/2020,500,,,
22,,27/12/2020,500,,,
29,,31/01/2020,1000,,,
29,,30/03/2020,500,,,
29,,30/04/2020,500,,,
29,,31/05/2020,500,,,
29,,4/7/2020,500,,,
29,,30/08/2020,500,,,
29,,4/10/2020,500,,,
29,,5/11/2020,500,,,
29,,2/12/2020,500,,,
29,,1/1/2021,500,,,
30,,31/01/2020,500,,,
30,,30/03/2020,500,,,
30,,30/04/2020,500,,,
30,,31/05/2020,500,,,
30,,4/7/2020,500,,,
30,,30/08/2020,500,,,
30,,4/10/2020,500,,,
30,,5/11/2020,500,,,
30,,2/12/2020,500,,,
30,,1/1/2021,500,,,
31,,31/01/2020,500,,,
31,,30/03/2020,500,,,
31,,30/04/2020,500,,,
31,,31/05/2020,500,,,
31,,4/7/2020,500,,,
31,,30/08/2020,500,,,
31,,4/10/2020,1000,,,
31,,5/11/2020,1000,,,
31,,2/12/2020,1000,,,
31,,1/1/2021,1000,,,
32,,31/01/2020,1500,,,
32,,30/03/2020,1500,,,
32,,30/04/2020,1500,,,
32,,31/05/2020,1500,,,
32,,4/7/2020,1500,,,
32,,30/08/2020,1500,,,
32,,4/10/2020,1500,,,
32,,5/11/2020,1500,,,
32,,2/12/2020,1500,,,
32,,1/1/2021,1000,,,
33,,31/01/2020,500,,,
33,,30/03/2020,1000,,,
33,,30/04/2020,1000,,,
33,,31/05/2020,1000,,,
33,,4/7/2020,500,,,
33,,30/08/2020,500,,,
33,,4/10/2020,500,,,
33,,5/11/2020,500,,,
33,,2/12/2020,500,,,
33,,1/1/2021,500,,,
34,,31/01/2020,1000,,,
34,,30/03/2020,1000,,,
34,,30/04/2020,1000,,,
34,,31/05/2020,1000,,,
34,,4/7/2020,1000,,,
34,,30/08/2020,1000,,,
34,,4/10/2020,1000,,,
34,,5/11/2020,1000,,,
34,,2/12/2020,1000,,,
34,,1/1/2021,1000,,,
23,,29/01/2020,2000,,,
23,,1/3/2020,2000,,,
23,,29/03/2020,2000,,,
23,,26/04/2020,2000,,,
23,,26/05/2020,2000,,,
23,,28/06/2020,2000,,,
23,,28/07/2020,2000,,,
23,,30/08/2020,2000,,,
23,,28/09/2020,2000,,,
23,,28/10/2020,2000,,,
23,,29/11/2020,2000,,,
23,,28/12/2020,2000,,,
24,,29/01/2020,1000,,,
24,,1/3/2020,1000,,,
24,,29/03/2020,1000,,,
24,,26/04/2020,1000,,,
24,,26/05/2020,1000,,,
24,,28/06/2020,1000,,,
24,,28/07/2020,1000,,,
24,,30/08/2020,1000,,,
24,,28/09/2020,1000,,,
24,,28/10/2020,1000,,,
24,,29/11/2020,1000,,,
24,,28/12/2020,1000,,,
25,,29/01/2020,1000,,,
25,,1/3/2020,1000,,,
25,,29/03/2020,1000,,,
25,,26/04/2020,1000,,,
25,,26/05/2020,1000,,,
25,,28/06/2020,1000,,,
25,,28/07/2020,1000,,,
25,,30/08/2020,1000,,,
25,,28/09/2020,1000,,,
25,,28/10/2020,1000,,,
25,,29/11/2020,1000,,,
25,,28/12/2020,1000,,,
26,,29/01/2020,1000,,,
26,,1/3/2020,1000,,,
26,,29/03/2020,1000,,,
26,,26/04/2020,1000,,,
26,,26/05/2020,1000,,,
26,,28/06/2020,1000,,,
26,,28/07/2020,1000,,,
26,,30/08/2020,1000,,,
26,,28/09/2020,1000,,,
26,,28/10/2020,1000,,,
26,,29/11/2020,1000,,,
26,,28/12/2020,1000,,,
27,,29/01/2020,1000,,,
27,,1/3/2020,1000,,,
27,,29/03/2020,1000,,,
27,,26/04/2020,1000,,,
27,,26/05/2020,1000,,,
27,,28/06/2020,1000,,,
27,,28/07/2020,1000,,,
27,,30/08/2020,1000,,,
27,,28/09/2020,1000,,,
27,,28/10/2020,1000,,,
27,,29/11/2020,1000,,,
27,,28/12/2020,1000,,,
28,,29/01/2020,1000,,,
28,,1/3/2020,1000,,,
28,,29/03/2020,1000,,,
28,,26/04/2020,1000,,,
28,,26/05/2020,1000,,,
28,,28/06/2020,1000,,,
28,,28/07/2020,1000,,,
28,,30/08/2020,1000,,,
28,,28/09/2020,1000,,,
28,,28/10/2020,1000,,,
28,,29/11/2020,1000,,,
28,,28/12/2020,1000,,,
35,,3/2/2020,500,,,
35,,1/3/2020,500,,,
35,,30/03/2020,10500,,,
35,,29/04/2020,500,,,
35,,26/05/2020,500,,,
35,,5/7/2020,500,,,
35,,3/8/2020,500,,,
35,,6/9/2020,500,,,
35,,4/10/2020,500,,,
35,,28/10/2020,500,,,
35,,29/11/2020,500,,,
35,,30/12/2020,500,,,
36,,3/2/2020,1500,,,
36,,1/3/2020,1500,,,
36,,30/03/2020,1500,,,
36,,29/04/2020,1500,,,
36,,26/05/2020,1500,,,
36,,5/7/2020,1500,,,
36,,3/8/2020,1500,,,
36,,6/9/2020,500,,,
36,,4/10/2020,500,,,
36,,28/10/2020,500,,,
36,,29/11/2020,500,,,
36,,30/12/2020,500,,,
37,,27/01/2020,1000,,,
37,,27/02/2020,1000,,,
37,,26/03/2020,1000,,,
37,,28/04/2020,1000,,,
37,,27/05/2020,1000,,,
37,,28/06/2020,1000,,,
37,,28/7-1/8/20,21000,,,
37,,8/9/2020,4000,,,
37,,27/10/2020,2000,,,
37,,25/11/2020,2000,,,
37,,27/12/2020,2000,,,
38,,29/01/2020,500,,,
38,,4/3/2020,500,,,
38,,31/03/2020,500,,,
38,,3/5/2020,500,,,
38,,3/6/2020,500,,,
38,,5/7/2020,500,,,
38,,3/9/2020,1500,,,
38,,27/09/2020,1500,,,
38,,27/10/2020,1500,,,
38,,26/11/2020,1500,,,
38,,27/12/2020,1500,,,
39,,2/2/2020,4000,,,
39,,29/02/2020,1000,,,
39,,29/03/2020,1000,,,
39,,29/04/2020,1000,,,
39,,27/05/2020,1000,,,
39,,1/7/2020,1000,,,
39,,29/07/2020,1000,,,
39,,1/9/2020,1000,,,
39,,28/09/2020,500,,,
39,,30/10/2020,1000,,,
39,,29/11/2020,1000,,,
39,,28/12/2020,1000,,,
40,,2/2/2020,1000,,,
40,,29/02/2020,3000,,,
40,,29/03/2020,3000,,,
40,,29/04/2020,3000,,,
40,,27/05/2020,3000,,,
40,,1/7/2020,2000,,,
40,,29/07/2020,2000,,,
40,,1/9/2020,1000,,,
40,,28/09/2020,500,,,
40,,30/10/2020,1000,,,
40,,29/11/2020,1000,,,
40,,28/12/2020,1000,,,
41,,2/2/2020,1000,,,
41,,28/02/2020,1000,,,
41,,29/03/2020,1000,,,
41,,29/04/2020,1000,,,
41,,31/05/2020,1000,,,
41,,29/06/2020,1000,,,
41,,4/8/2020,1000,,,
41,,3/9/2020,1000,,,
41,,3/10/2020,1000,,,
41,,1/11/2020,1000,,,
41,,3/12/2020,1000,,,
41,,29/12/2020,1000,,,
42,,29/01/2020,2500,,,
42,,27/02/2020,2500,,,
42,,27/03/2020,2500,,,
42,,1/5/2020,2500,,,
42,,18/05/2020,2500,,,
42,,25/06/2020,2500,,,
42,,30/07/2020,2500,,,
42,,25/08/2020,2500,,,
42,,29/09/2020,2500,,,
42,,31/10/2020,1500,,,
42,,27/11/2020,2500,,,
42,,27/12/2020,1500,,,
43,,29/01/2020,5500,,,
43,,27/02/2020,5500,,,
43,,27/03/2020,5500,,,
43,,1/5/2020,5500,,,
43,,18/05/2020,5500,,,
43,,25/06/2020,5500,,,
43,,30/07/2020,5500,,,
43,,28/08/2020,5500,,,
43,,29/09/2020,5500,,,
43,,31/10/2020,5500,,,
43,,27/11/2020,5500,,,
43,,27/12/2020,5500,,,
44,,29/01/2020,4000,,,
44,,27/02/2020,4000,,,
44,,27/03/2020,4000,,,
44,,1/5/2020,4000,,,
44,,18/05/2020,4000,,,
44,,25/06/2020,4000,,,
44,,30/07/2020,4000,,,
44,,28/08/2020,4000,,,
44,,29/09/2020,4000,,,
44,,31/10/2020,4000,,,
44,,27/11/2020,4000,,,
44,,27/12/2020,4000,,,
46,,2/2/2020,500,,,
46,,28/02/2020,500,,,
46,,29/03/2020,500,,,
46,,29/04/2020,500,,,
46,,31/05/2020,500,,,
46,,29/06/2020,500,,,
46,,4/8/2020,500,,,
46,,3/9/2020,500,,,
46,,3/10/2020,500,,,
46,,1/11/2020,500,,,
46,,3/12/2020,500,,,
46,,29/12/2020,10500,,,
48,,26/01/2020,2000,,,
48,,25/02/2020,2000,,,
48,,25/03/2020,3000,,,
48,,23/04/2020,3000,,,
48,,18/05/2020,3000,,,
48,,25/06/2020,3000,,,
48,,26/07/2020,3000,,,
48,,25/08/2020,3000,,,
48,,24/09/2020,3000,,,
48,,25/10/2020,2000,,,
48,,25/11/2020,2000,,,
48,,24/12/2020,2000,,,
49,,2/2/2020,2000,,,
49,,28/02/2020,2000,,,
49,,29/03/2020,2000,,,
49,,29/04/2020,2000,,,
49,,31/05/2020,2000,,,
49,,29/06/2020,2000,,,
49,,4/8/2020,2000,,,
49,,31/08/2020,2000,,,
49,,3/10/2020,2000,,,
49,,1/11/2020,2000,,,
49,,3/12/2020,2000,,,
49,,29/12/2020,2000,,,
50,,2/2/2020,500,,,
50,,28/02/2020,500,,,
50,,29/03/2020,500,,,
50,,29/04/2020,500,,,
50,,31/05/2020,500,,,
50,,29/06/2020,500,,,
50,,4/8/2020,500,,,
50,,31/08/2020,500,,,
50,,3/10/2020,1000,,,
50,,1/11/2020,1000,,,
50,,3/12/2020,1000,,,
50,,29/12/2020,500,,,
51,,28/01/2020,1000,,,
51,,3/3/2020,1000,,,
51,,29/03/2020,1000,,,
51,,30/04/2020,1000,,,
51,,31/05/2020,1000,,,
51,,28/06/2020,1500,,,
51,,30/07/2020,1000,,,
51,,10/8/2020,1000,,,
51,,4/10/2020,1000,,,
51,,24/11/2020,1000,,,
51,,4/1/2021,1000,,,
52,,2/2/2020,1000,,,
52,,28/02/2020,1000,,,
52,,1/4/2020,1000,,,
52,,29/04/2020,1000,,,
52,,28/05/2020,1000,,,
52,,28/06/2020,1000,,,
52,,29/07/2020,1000,,,
52,,1/9/2020,1000,,,
52,,28/09/2020,1000,,,
52,,31/10/2020,1000,,,
52,,1/12/2020,1000,,,
52,,5/1/2021,1000,,,
53,,3/2/2020,500,,,
53,,1/3/2020,500,,,
53,,30/03/2020,500,,,
53,,29/04/2020,500,,,
53,,26/05/2020,500,,,
53,,5/7/2020,500,,,
53,,3/8/2020,8000,,,
53,,6/9/2020,7000,,,
53,,28/10/2020,1500,,,
53,,29/11/2020,1500,,,
53,,30/12/2020,1500,,,
54,,3/2/2020,500,,,
54,,1/3/2020,500,,,
54,,30/03/2020,10500,,,
54,,29/04/2020,500,,,
54,,26/05/2020,500,,,
54,,5/7/2020,500,,,
54,,3/8/2020,500,,,
54,,6/9/2020,500,,,
54,,4/10/2020,500,,,
54,,28/10/2020,500,,,
54,,29/11/2020,500,,,
54,,30/12/2020,500,,,
56,,29/01/2020,1000,,,
56,,25/02/2020,2000,,,
56,,25/03/2020,2000,,,
56,,23/04/2020,2000,,,
56,,26/05/2020,2000,,,
56,,23/07/2020,2000,,,
56,,25/08/2020,2000,,,
56,,27/09/2020,2000,,,
56,,22/10/2020,10000,,,
56,,1/12/2020,8000,,,
56,,13/12/2020,10000,,,
57,,24/02/2020,6000,,,
57,,3/6/2020,500,,,
57,,28/06/2020,500,,,
57,,23/07/2020,500,,,
57,,29/08/2020,500,,,
57,,25/09/2020,1000,,,
57,,27/10/2020,1000,,,
57,,27/11/2020,500,,,
57,,26/12/2020,500,,,
58,,2/2/2020,500,,,
58,,1/3/2020,500,,,
58,,31/03/2020,500,,,
58,,28/04/2020,500,,,
58,,1/6/2020,500,,,
58,,2/7/2020,4000,,,
58,,29/07/2020,1000,,,
58,,29/08/2020,1000,,,
58,,30/09/2020,1000,,,
58,,31/10/2020,1000,,,
58,,29/11/2020,1000,,,
58,,31/12/2020,1000,,,
59,,2/2/2020,6000,,,
59,,3/3/2020,5000,,,
59,,29/03/2020,6000,,,
59,,28/04/2020,6000,,,
59,,29/05/2020,6000,,,
59,,28/06/2020,5000,,,
59,,28/07/2020,6000,,,
59,,30/08/2020,5000,,,
59,,28/09/2020,6000,,,
59,,1/11/2020,5000,,,
59,,29/11/2020,5000,,,
59,,28/12/2020,6000,,,
60,,29/01/2020,1000,,,
60,,26/03/2020,2000,,,
60,,28/04/2020,1000,,,
60,,29/05/2020,1000,,,
60,,28/06/2020,1500,,,
60,,28/07/2020,1500,,,
60,,27/08/2020,2000,,,
60,,27/09/2020,1000,,,
60,,27/10/2020,1000,,,
60,,28/11/2020,1000,,,
60,,28/12/2020,1000,,,
61,,2/2/2020,500,,,
61,,28/02/2020,500,,,
61,,29/03/2020,500,,,
61,,29/04/2020,500,,,
61,,31/05/2020,500,,,
61,,29/06/2020,500,,,
61,,4/8/2020,500,,,
61,,31/08/2020,500,,,
61,,3/10/2020,500,,,
61,,1/11/2020,500,,,
61,,3/12/2020,500,,,
61,,29/12/2020,500,,,
62,,2/2/2020,500,,,
62,,28/02/2020,500,,,
62,,29/03/2020,500,,,
62,,29/04/2020,500,,,
62,,31/05/2020,500,,,
62,,29/06/2020,500,,,
62,,4/8/2020,500,,,
62,,31/08/2020,500,,,
62,,3/10/2020,500,,,
62,,1/11/2020,500,,,
62,,3/12/2020,500,,,
62,,29/12/2020,500,,,
63,,5/1/2021,1000,,,
64,,5/1/2021,1500,,,
65,,6/1/2021,500,,,
1,,15/01/2021,9000,,,
1,,3/4/2021,2500,,,
1,,1/5/2021,2500,,,
1,,3/6/2021,2500,,,
1,,4/7/2021,2500,,,
1,,4/8/2021,2500,,,
1,,5/9/2021,2500,,,
1,,2/10/2021,2500,,,
1,,5/11/2021,2500,,,
1,,5/12/2021,2500,,,
1,,28/12/2021,2500,,,
2,,2/2/2021,2500,,,
2,,28/02/2021,2500,,,
2,,3/4/2021,2500,,,
2,,1/5/2021,2500,,,
2,,3/6/2021,2500,,,
2,,4/7/2021,2500,,,
2,,4/8/2021,2500,,,
2,,5/9/2021,2500,,,
2,,2/10/2021,2500,,,
2,,5/11/2021,2500,,,
2,,5/12/2021,59500,,,
2,,28/12/2021,10500,,,
3,,2/2/2021,5000,,,
3,,3/3/2021,1500,,,
3,,3/4/2021,2000,,,
3,,1/5/2021,2000,,,
3,,3/6/2021,5000,,,
3,,4/7/2021,6000,,,
3,,4/8/2021,8000,,,
3,,5/9/2021,5000,,,
3,,2/10/2021,3000,,,
3,,5/11/2021,3000,,,
3,,5/12/2021,5000,,,
3,,20/12/2021,7000,,,
4,,2/2/2021,1500,,,
4,,3/3/2021,1500,,,
4,,3/4/2021,1500,,,
4,,1/5/2021,1500,,,
4,,3/6/2021,1500,,,
4,,4/7/2021,1500,,,
4,,4/8/2021,1500,,,
4,,5/9/2021,1500,,,
4,,2/10/2021,1500,,,
4,,5/11/2021,1500,,,
4,,5/12/2021,2500,,,
4,,28/12/2021,1500,,,
5,,2/2/2021,5500,,,
5,,3/3/2021,5500,,,
5,,3/4/2021,5500,,,
5,,1/5/2021,5500,,,
5,,3/6/2021,5500,,,
5,,4/7/2021,5500,,,
5,,4/8/2021,5500,,,
5,,5/9/2021,5500,,,
5,,2/10/2021,5500,,,
5,,5/11/2021,5500,,,
5,,5/12/2021,5500,,,
5,,28/12/2021,5500,,,
6,,2/2/2021,1500,,,
6,,3/3/2021,1500,,,
6,,3/4/2021,1500,,,
6,,1/5/2021,1500,,,
6,,3/6/2021,1500,,,
6,,4/7/2021,1500,,,
6,,4/8/2021,1500,,,
6,,5/9/2021,1500,,,
6,,2/10/2021,1500,,,
6,,5/11/2021,1500,,,
6,,5/12/2021,1500,,,
6,,28/12/2021,1500,,,
7,,2/2/2021,1500,,,
7,,3/3/2021,1500,,,
7,,3/4/2021,1500,,,
7,,1/5/2021,1500,,,
7,,3/6/2021,1500,,,
7,,4/7/2021,1500,,,
7,,4/8/2021,1500,,,
7,,5/9/2021,1500,,,
7,,2/10/2021,1500,,,
7,,5/11/2021,1500,,,
7,,5/12/2021,1500,,,
7,,28/12/2021,1500,,,
8,,2/2/2021,1500,,,
8,,3/3/2021,1500,,,
8,,3/4/2021,1500,,,
8,,1/5/2021,1500,,,
8,,3/6/2021,1500,,,
8,,4/7/2021,1500,,,
8,,4/8/2021,1500,,,
8,,5/9/2021,1500,,,
8,,2/10/2021,1500,,,
8,,5/11/2021,1500,,,
8,,5/12/2021,1500,,,
8,,28/12/2021,1500,,,
11,,26/01/2021,4000,,,
11,,21/02/2021,4500,,,
11,,27/03/2021,5000,,,
11,,25/04/2021,5000,,,
11,,28/05/2021,10000,,,
11,,20/06/2021,10000,,,
11,,28/07/2021,10000,,,
11,,4/9/2021,10000,,,
11,,29/09/2021,10000,,,
11,,1/11/2021,10000,,,
11,,5/12/2021,10000,,,
11,,29/12/2021,10000,,,
12,,2/2/2021,500,,,
12,,3/3/2021,500,,,
12,,3/4/2021,500,,,
12,,1/5/2021,500,,,
12,,4/7/2021,1000,,,
12,,4/8/2021,500,,,
12,,5/9/2021,500,,,
12,,2/10/2021,500,,,
12,,5/11/2021,500,,,
12,,5/12/2021,500,,,
12,,28/12/2021,500,,,
13,,24/02/2021,1500,,,
13,,26/03/2021,1500,,,
13,,28/04/2021,1500,,,
13,,26/05/2021,1500,,,
13,,28/06/2021,1500,,,
13,,4/9/2021,1500,,,
13,,25-28/9/21,3000,,,
13,,26/10/2021,1500,,,
13,,24/11/2021,1500,,,
14,,2/2/2021,2500,,,
14,,1/3/2021,2000,,,
14,,5/4/2021,2000,,,
14,,3/5/2021,2000,,,
14,,2/6/2021,2000,,,
14,,5/7/2021,2000,,,
14,,2/8/2021,2000,,,
14,,1/9/2021,2000,,,
14,,4/10/2021,2000,,,
14,,3/11/2021,2000,,,
14,,5/12/2021,2000,,,
14,,5/1/2022,2000,,,
15,,2/2/2021,1000,,,
15,,1/3/2021,1000,,,
15,,5/4/2021,1000,,,
15,,3/5/2021,1000,,,
15,,2/6/2021,1000,,,
15,,5/7/2021,1000,,,
15,,2/8/2021,1000,,,
15,,1/9/2021,1000,,,
15,,4/10/2021,10500,,,
15,,3/11/2021,10500,,,
15,,5/12/2021,10500,,,
15,,5/1/2022,10500,,,
16,,27/01/2021,5500,,,
16,,25/02/2021,5500,,,
16,,25/03/2021,5500,,,
16,,25/04/2021,5500,,,
16,,25/05/2021,5500,,,
16,,24/06/2021,5500,,,
16,,25/07/2021,5500,,,
16,,17/08/2021,5250,,,
16,,3/10/2021,5500,,,
16,,26/10/2021,5500,,,
16,,3/12/2021,3000,,,
16,,26/12/2021,5000,,,
17,,27/01/2021,3000,,,
17,,25/02/2021,3000,,,
17,,25/03/2021,3000,,,
17,,25/04/2021,3000,,,
17,,25/05/2021,3000,,,
17,,24/06/2021,3000,,,
17,,25/07/2021,3000,,,
17,,3/10/2021,500,,,
17,,26/10/2021,500,,,
17,,3/12/2021,500,,,
17,,26/12/2021,500,,,
18,,27/01/2021,1500,,,
18,,28/02/2021,1500,,,
18,,28/03/2021,1500,,,
18,,27/04/2021,1500,,,
18,,27/05/2021,1500,,,
18,,27/06/2021,1500,,,
18,,27/07/2021,1500,,,
18,,27/08/2021,1500,,,
18,,27/09/2021,1500,,,
18,,27/10/2021,1500,,,
18,,28/11/2021,1500,,,
18,,27/12/2021,1500,,,
19,,27/01/2021,2000,,,
19,,28/02/2021,2000,,,
19,,28/03/2021,2000,,,
19,,27/04/2021,2000,,,
19,,27/05/2021,2000,,,
19,,27/06/2021,2000,,,
19,,27/07/2021,2000,,,
19,,27/08/2021,2000,,,
19,,27/09/2021,2000,,,
19,,27/10/2021,2000,,,
19,,28/11/2021,2000,,,
19,,27/12/2021,2000,,,
21,,27/01/2021,500,,,
21,,25/02/2021,500,,,
21,,25/03/2021,500,,,
21,,25/04/2021,500,,,
21,,25/05/2021,500,,,
21,,24/06/2021,500,,,
21,,25/07/2021,500,,,
21,,17/08/2021,500,,,
21,,3/12/2021,1500,,,
21,,26/12/2021,500,,,
22,,27/01/2021,500,,,
22,,25/02/2021,500,,,
22,,25/03/2021,500,,,
22,,25/04/2021,500,,,
22,,25/05/2021,500,,,
22,,24/06/2021,500,,,
22,,25/07/2021,500,,,
22,,17/08/2021,500,,,
22,,3/12/2021,1500,,,
22,,26/12/2021,500,,,
29,,1/2/2021,500,,,
29,,1/3/2021,500,,,
29,,3/4/2021,500,,,
29,,29/04/2021,500,,,
29,,1/6/2021,500,,,
29,,28/06/2021,500,,,
29,,28/07/2021,500,,,
29,,27/08/2021,500,,,
29,,28/09/2021,500,,,
29,,29/10/2021,1000,,,
